rumah,alamat,harga,temppat_tidur,luas_bangunan,luas_lahan
Rumah Baru Minimalis Maguwoharjo Utara Jogja Bay,"Depok, Sleman",Rp 750.000.000,3,75,109
Dijual Rumah Scandinavian di Jogja Bagian Selatan Utara Polsek Pleret,"Pleret, Bantul",Rp 495.000.000,3,65,90
RUMAH READY SIAP BANGUN AREA NGEMPLAK SLEMAN HARGA 320JT,"Ngemplak, Sleman",Rp 320.000.000,2,36,64
Rumah 5 Kamar Tidur di Sleman (RICYA009),"Ngemplak, Sleman",Rp 650.000.000,5,129,139
Rumah Minimalis Modern Siap Huni Dekat Kampus UMY Bantul,"Kasihan, Bantul",Rp 450.000.000,3,67,107
"Rumah siap Bangun 9 Unit,sedayu","Sedayu, Bantul",Rp 270.000.000,2,36,71
Rumah Cantik Minimalis Murah Dekat PPPG Kesenian Jalan Kaliurang Km 12,"Ngaglik, Sleman",Rp 425.000.000,2,50,90
"9 Unit Huni Siap Bangun,Sedayu","Sedayu, Bantul",Rp 270.000.000,2,36,71
"Balecatur,Promo Cash Keras 170 Jt","Gamping, Sleman",Rp 170.000.000,2,36,67
Dijual Rumah Yogyakarta Perumahan APMD,Yogyakarta,Rp 10.580.000.000,8,570,773
"DI JU RUMAH DEKAT CANDI PRAMBANAN, TAMAN MARTANI, KALASAN, SLEMAN","Kalasan, Sleman",Rp 900.000.000,5,220,266
"DI JUAL RUMAH MINIMALIS DI GEDUNG KIWO, MANTRIJERON, YOGYAKARTA","Mantrijeron, Yogyakarta",Rp 1.200.000.000,7,150,144
MURAHRumah Cantik Dalam Perumahan Wedomartani Sleman,"Ngaglik, Sleman",Rp 790.000.000,3,70,123
Rumah 12 Kamar Cocok Untuk Kantor Di Jl Besi Jangkang Ngaglik Sleman,"Ngaglik, Sleman",Rp 2.600.000.000,12,200,390
Segera Miliki Rumah Kost 12 Kamar Lokasi Strategis Dekat Kampus UPN,"Condong Catur, Sleman",Rp 3.145.000.000,12,230,130
RUMAH DIJUAL DI AREA BANDARA ADI SUCIPTO DESAIN MEWAH FULL FURNISH,"Purwo martani, Sleman",Rp 1.100.000.000,3,85,92
Homestay Jl Tamansiswa Dekat Keraton,"Kotagede, Yogyakarta",Rp 5.500.000.000,7,403,378
Rumah 2 Lantai Sumberejo Prambanan Sleman,Sleman,Rp 360.000.000,2,125,113
Rumah Jogja Siap Dibangun Graha Cahaya Argosari Sedayu,"Sedayu, Bantul",Rp 330.000.000,2,94,94
Perumahan Siap Bangun Bantul Graha Cahaya Argosari Harga Hemat,"Sedayu, Bantul",Rp 300.000.000,2,94,94
Rumah Minimalis Siap Bangun kasihan Bantul,"Pajangan, Bantul",Rp 367.000.000,2,37,82
Tanah  Murah Dekat UMY Harga 500 Jt-an,"Pajangan, Bantul",Rp 850.000.000,2,85,103
Tanah Siap bangun Rumah Dekat Kampus UMY,"Bantul, Bantul",Rp 570.000.000,2,45,105
Kavling Rumah Minimalis Dekat UMY Harga 300 Jt-an,Bantul,Rp 374.000.000,2,37,89
Dijual Segera Rumah siap Bangun Murah Sekitar UMY,"Banguntapan, Bantul",Rp 570.000.000,2,45,102
Rumah Murah Siap Bangun Dekat Ringroad Selatan Kasihan,"Bantul, Bantul",Rp 570.000.000,2,45,100
TYPE 45 Rumah Siap Bangun Dekat UMY Harga 500 Jt-an,"Bantul, Bantul",Rp 570.000.000,2,45,105
Rumah Minimalis Siap Bangun Dekat UMY,"Bantul, Bantul",Rp 570.000.000,2,45,100
Rumah Minimalis Dekat Ringroad Selatan Harga Murah,"Kasihan, Bantul",Rp 570.000.000,2,45,105
Bonus Pagar Rumah Murah Sekitar UMY,"Kasihan, Bantul",Rp 374.000.000,2,37,83
Bonus AC Rumah Proses Bangun Dekat Kampus UMY,"Sedayu, Bantul",Rp 374.000.000,2,37,95
Rumah Murah  Dekat Kampus Alma Ata Jetis Bantul,"Bantul, Bantul",Rp 850.000.000,2,85,103
Fee BBN Rumah Minimalis Sekitar UMY,"Kasihan, Bantul",Rp 374.000.000,2,37,86
Fee BBN Rumah Murah Kawasan Kampus UMY,"Bantul, Bantul",Rp 374.000.000,2,37,99
Tanah  Minimalis Dekat Kampus UMY Harga Murah,"Sedayu, Bantul",Rp 850.000.000,2,85,101
dijual Rumah Murah Bisa KPR Strategis Dekat UMY,"Banguntapan, Bantul",Rp 424.000.000,2,45,73
FREE Balik Nama Rumah Siap Huni Dekat Harga 300 Jt-an,"Pajangan, Bantul",Rp 424.000.000,2,45,74
Bonus Pagar Rumah Murah Sekitar UMY,"Kasihan, Bantul",Rp 374.000.000,2,37,83
Rumah Siap Bangun Dekat Kmapus UMY Free Balik Nama,"Sedayu, Bantul",Rp 570.000.000,2,45,102
Bonus Pagar Rumah Murah Siap di Huni Dekat UMY,"Pajangan, Bantul",Rp 424.000.000,2,45,74
Bonus AC Rumah Murah Selatan UMY,"Sedayu, Bantul",Rp 374.000.000,2,37,104
Free Ac Rumah Minimalis Dekat Kampus UMY,"Bantul, Bantul",Rp 374.000.000,2,37,100
Kavling Rumah Strategis Dekat Ringroad Selatan Harga Murah,"Bantul, Bantul",Rp 570.000.000,2,45,103
Rumah Siap Bangun Dekat Kampus UMY Cocok untuk Kost,"Banguntapan, Bantul",Rp 850.000.000,2,85,101
Kavling Rumah Murah Dekat Kasongan Harga Murah,"Banguntapan, Bantul",Rp 570.000.000,2,45,100
Kavling Cluter Baru Dekat Kasongan Harga Murah,"Banguntapan, Bantul",Rp 850.000.000,2,85,105
Dijual Rumah   lokasi Tamantirto sekat UMY,"Bantul, Bantul",Rp 570.000.000,2,45,103
Tanah  Minimalis Dekat Kampus UMY Harga Murah,"Sedayu, Bantul",Rp 570.000.000,2,45,102
Gratis Balik Nama Rumah Siap Huni Dekat Kampus UMY,"Banguntapan, Bantul",Rp 424.000.000,2,45,73
"Rumah Siap Huni Dekat Kampus UPY dan Keraton Yogyakarta, Malioboro",Yogyakarta,Rp 1.750.000.000,3,120,110
Rumah Skandinavian Cebongan Mlati Sleman dekat ke Kampus UGM ,"Mlati, Sleman",Rp 650.000.000,3,60,100
Rumah Kekinian Jogja dekat Mall SCH area Pemkab Sleman,"Sleman, Sleman",Rp 580.000.000,3,48,100
Rumah Kekinian ASANA RESIDENCE JOGJA,"Godean, Sleman",Rp 665.250.000,2,50,105
Rumah Jogja Kekinian di area Perumahan Purwomartani ,Sleman,Rp 950.000.000,3,75,97
Rumah Murah Jogja Utara Kampus UII Jalan Kaliurang,"Pakem, Sleman",Rp 535.000.000,2,36,128
Rumah Bagus SHM dekat sekolag GIS di Wedomartani Ngemplak sleman,"Ngemplak, Sleman",Rp 2.500.000.000,4,420,250
"Rumah 2 Lantai Bagus SHM di Rumah Tinggal mlati, Sleman jogja Utara ,","Depok, Sleman",Rp 1.650.000.000,3,90,137
"Rumah dalam perum Sendangadi, Mlati, deekat pusat kota UGM","Mlati, Sleman",Rp 2.500.000.000,3,144,138
"Rumah Baru dekat UMY di Sedayu Sleman, Jalan Wates Km 9, Yogyakarta","Sleman, Sleman",Rp 1.200.000.000,2,45,108
CLUSTER DAYAKAN RESIDENCE LOKASI JL KAPTEN HARYADI SLEMAN,"Ngaglik, Sleman",Rp 1.660.000.000,4,157,118
RUMAH DALAM PERUMAHAN DEKAT KAMPUS UMY JOGJA (FULL FURNITURE),"Kasihan, Bantul",Rp 715.000.000,2,60,94
RUMAH PROSES FINISHINGDI BARAT PASAR SLEMAN  DAN PEMDA SLEMAN,"Sleman, Sleman",Rp 699.000.000,3,90,114
RUMAH MEWAH LOKASI STRATEGIS DI PURWOMARTANI KALASAN SLEMAN,"Kalasan, Sleman",Rp 2.500.000.000,4,280,150
"Rumah MEWAH, HOOK dekat SD Model Wedomartani Ngemplak Sleman Yogya","Ngemplak, Sleman",Rp 4.500.000.000,7,500,383
RUMAH ISTIMEWA DEKAT RS JIH SLEMAN YOGYAKARTA (FULL FURNISH),"Depok, Sleman",Rp 2.100.000.000,3,188,128
Rumah Modern Minimalis,Bantul,Rp 375.000.000,2,36,83
Hunian Siap Bangun  5 Unit,"Ngemplak, Sleman",Rp 320.000.000,2,36,64
Dijual Rumah 2 Lantai Laguna Spring Jogja Fasilitas lengkap berkelas,"Banguntapan, Bantul",Rp 1.800.000.000,4,200,128
"Promo 170 Jt,Balecatur,Gamping,Sleman","Gamping, Sleman",Rp 170.000.000,2,36,67
"INVESTASI MENGUNTUNGKAN DI JOGJA, DEKAT JANTI, UPN, UIN, UAJY, BLOK O","Condong Catur, Sleman",Rp 1.900.000.000,3,80,98
"Rumah Megah dengan 5 Kamar Tidur, dekat Terminal Giwangan","Banguntapan, Bantul",Rp 2.500.000.000,5,350,241
"RUMAH MURAH DIJUAL DI JOGJA AREA SEDAYU,JLWATES KM9 HANYA 317 JUTA SAJA","Sedayu, Bantul",Rp 317.000.000,2,36,90
Rumah Full Furnised Siap Huni Dalam Perumahan Di Bangunjiwo,"Kasihan, Bantul",Rp 490.000.000,2,50,70
"Rumah Bagus Dekat Hyatt Hotel SHM di Jongke, Mlati, Sleman, Sleman","Mlati, Sleman",Rp 835.000.000,2,95,109
PROMO HANYA 320JT RUMAH SIAP BANGUN LOKASI NGEMPLAK SLEMAN JOGJA,"Ngemplak, Sleman",Rp 320.000.000,2,36,64
Dijual Rumah di Godean Sleman 10 menit dari Sleman City Hall Jogja,"Godean, Sleman",Rp 650.000.000,3,60,100
RUMAH JOGLO MURAH TERLARIS DEKAT CANDI PRAMBANAN,"Prambanan, Sleman",Rp 590.000.000,2,45,110
"Dijual Rumah baru dekat Pemda Sleman, Bonus 1 Unit  AC","Mlati, Sleman",Rp 595.000.000,2,60,98
"Rumah Murah Siap Huni Di Kasihan, Bantul; SHM dan IMB Ready","Kasihan, Bantul",Rp 450.000.000,2,56,107
"Rumah siap huni di wedomartani,tajem","Maguwoharjo, Sleman",Rp 440.000.000,2,50,97
Rumah 2 lantai di ngaglik sleman,"Umbulharjo, Yogyakarta",Rp 1.780.000.000,4,124,110
Rumah 1 lantai di selatan kampus UII Jakal,"Sleman, Sleman",Rp 586.000.000,2,53,90
Rumah tipe 90 di jakal sleman bisa dicicil hingga 60X,"Sleman, Sleman",Rp 890.000.000,3,90,100
Rumah luas 144 m2 di sleman dengan kolam renang pribadi,"Sleman, Sleman",Rp 1.888.000.000,4,144,180
"Rumah Siap Huni Berbah-Sleman, Sertifikat Aman (Bisa Langsung Proses B",Sleman,Rp 425.000.000,3,146,146
"9 unit rumah siap bangun,sedayu","Sedayu, Bantul",Rp 270.000.000,2,36,71
320 JT promo Wedomartani,"Ngemplak, Sleman",Rp 437.000.000,2,36,64
Dijual Rumah 200 Jutaan di Jogja Selatan Siap Huni dekat Polsek Pandak,"Pandak, Bantul",Rp 275.000.000,2,45,96
Hunian Berkelas dan Strategis : Karta Giri Nirmala 2,"Prambanan, Sleman",Rp 355.000.000,2,36,167
"Rumah Minimalis 4 Kamar Di Taman Nirmala Asri, Bantul, Dalam Ring Road","Kasihan, Bantul",Rp 2.300.000.000,4,108,149
Rumah 17 Kamar Dan Toko Di Jl Bhayangkara Dekat Dari Malioboro,"Gondomanan, Yogyakarta",Rp 5.000.000.000,17,519,190
Gedung Komersial Di Perumahan Sendang Adi Mlati Sleman,"Mlati, Sleman",Rp 1.950.000.000,6,330,170
"Rumah 3 Kamar Lokasi Premium Di Seturan Raya Dekat UPN, Depok,  Sleman","Depok, Sleman",Rp 1.250.000.000,3,100,130
"RUMAH 2 LANTAI DALAM RING ROAD JANTI, DEKAT AMBARUKMO, JEC, BLOK O","Depok, Sleman",Rp 1.900.000.000,3,80,197
"Daaru Tirta soulsi rumah siap bangun idaman ,harga di bawah 500jt ,","Kalasan, Sleman",Rp 431.000.000,2,36,62
Dijual Rumah di Jogja Bagian Selatan Siap Bangun dekat JlImogiri,"Jetis, Bantul",Rp 435.000.000,2,45,100
"RUMAH MEWAH AREA PREMIUM JOGJA, DEKAT KAMPUS UGM, UIN, UAJY, YKPN","Depok, Sleman",Rp 1.900.000.000,3,80,96
Rumah di Jogja Bagian Selatan Minimalis dekat Kampus UMY Type 48/70,"Kasihan, Bantul",Rp 450.000.000,2,45,74
"Sisa 1 Unit Rumah Siap Bangun,Purwomartani,Kalasan","Kalasan, Sleman",Rp 431.000.000,2,36,62
Rumah 6 Kamar Cocok Untuk Keluarga Besar di Perum Sidoarum,"Godean, Sleman",Rp 1.700.000.000,6,200,140
Rumah di Jogja Selatan Strategis dekat Polres Bantul Langsung Pemilik,"Bantul, Bantul",Rp 415.000.000,2,45,80
Dijual Rumah di Piyungan Bantul Pinggir Aspal 1KM dari Kidsfun Jogja,"Piyungan, Bantul",Rp 4.000.000.000,4,450,618
RUMAH FULL FURNISH LOKASI SANGAT STRATEGIS DI PINGGIR KOTA JOGJA,"Sewon, Bantul",Rp 3.000.000.000,4,420,284
Rumah Mewah Dalam Perumahan Merapi Regency Jakal,"Ngaglik, Sleman",Rp 2.300.000.000,3,150,160
RUMAH MEWAH FITUR SMARTHOME DI NGAGLIK DEKAT SLEMAN CITY HALL,"Ngaglik, Sleman",Rp 1.465.800.000,4,95,133
RUMAH MURAH DEKAT SEKOLAH  BUDI MULIA TAJEM SLEMAN,"Depok, Sleman",Rp 585.000.000,3,56,96
170 JT cash keras  sudah SHM rumah siap bangun Balecaturgamping,"Gamping, Sleman",Rp 170.000.000,2,36,67
"INVESTASI MENGUNTUNGKAN DI JOGJA KOTA, DEKAT MALIOBORO, KRATON","Wirobrajan, Yogyakarta",Rp 1.665.100.000,3,80,103
Rumah Luas Dan Murah Klidon Jakal Km 12 Yogyakarta,"Ngaglik, Sleman",Rp 900.000.000,5,134,256
RUMAH IDAMAN KELUARGA DENGAN 3 KAMAR TIDUR,"Purwo martani, Sleman",Rp 700.000.000,3,80,104
RUMAH MURAH 200 JTAAN KPR TANPA DP DI PLAYEN GUNUNGKIDUL,"Playen, Gunung Kidul",Rp 250.000.000,2,39,60
PAVILIUN MURAH FULL FURNISHED DI KAWASAN WISATA PATUK GUNUNGKIDUL,"Patuk, Gunung Kidul",Rp 425.000.000,2,36,100
BARUUU RUMAH MURAH TANAH LUAS BISA KPR DI LOGANDENG,"Playen, Gunung Kidul",Rp 227.000.000,2,50,92
Dijual Rumah Modern di Sleman Strategis,"Ngaglik, Sleman",Rp 1.500.000.000,5,120,120
RUMAH CANTIK 200 JUTAAN BISA KPR DI PLAYEN GUNUNGKIDUL,"Playen, Gunung Kidul",Rp 276.675.575,2,41,71
RUMAH SIAP HUNI 3 KT DI PANDOWOHARJO,"Ngaglik, Sleman",Rp 630.000.000,3,60,93
CLUSTER BARU DEKAT WISATA TAHURA DI PLAYEN GUNUNGKIDUL,"Playen, Gunung Kidul",Rp 270.000.000,2,45,78
TERLARIS RUMAH BARU DI PIYUNGAN AKSES BAGUS DEKAT JALAN WONOSARI,"Bantul, Bantul",Rp 481.999.000,2,40,73
RUMAH ETNIK TANAH LUAS SELANGKAH DARI CANDI PRAMBANAN,"Prambanan, Sleman",Rp 600.000.000,3,50,118
RUMAH TERMURAH BISA KPR DP MINIM DI WONOSARI,"Wonosari, Gunung Kidul",Rp 250.000.000,2,36,60
HANYA INI RUMAH DI SAMBISARI HARGA 750 JUTAAN,"Kalasan, Sleman",Rp 750.000.000,3,70,125
RUMAH MEWAH SIAP HUNI 2 LANTAI DI KOTA JOGJA,"Umbulharjo, Yogyakarta",Rp 2.000.000.000,4,125,106
2 UNIT TERAKHIR DI TIMUR CANDI PRAMBANAN,"Prambanan, Sleman",Rp 600.000.000,3,50,105
RUMAH SIAP HUNI HARGA MURAH DI DEKAT PUSAT KOTA WONOSARI,"Playen, Gunung Kidul",Rp 320.000.000,2,45,84
BARU RUMAH CANTIK 2 LANTAI DEKAT WISATA CANDI PRAMBANAN,"Prambanan, Sleman",Rp 685.000.821,3,72,60
RUMAH MURAH DI LOKASI PREMIUM DEKAT UNRIYO,"Sleman, Sleman",Rp 585.000.000,3,55,95
Dijual Rumah Mewah Exclusive di Ngaglik dekat UII,Sleman,Rp 1.500.000.000,5,120,120
RUMAH DIJUAL Jl Bantul km 7 Belakang Kantor Kelurahan Pendowoharjo,"Sewon, Bantul",Rp 575.000.000,2,72,131
RUMAH HOKI KPR BISA DP 5%,"Sedayu, Bantul",Rp 389.000.000,2,36,72
Rumah gamping dekat entry tol,"Gamping, Sleman",Rp 700.000.000,2,50,100
Dijual Rumah Murah di Sedayu Bantul Dekat Kampus Mercu Buana,"Sedayu, Bantul",Rp 317.000.000,2,36,100
Rumah Sleman Barat,Sleman,Rp 350.000.000,2,50,120
DIJUAL MURAH RUMAH SIAP BANGUN AREA SUMBERHARJO PRAMBANAN SLEMAN,"Prambanan, Sleman",Rp 400.000.000,2,45,142
Dijual Hunian Modern Strategis 2 Lantai di Sleman,"Ngaglik, Sleman",Rp 1.500.000.000,5,120,120
Dijual Rumah Modern di Sleman Strategis,"Ngaglik, Sleman",Rp 1.500.000.000,5,120,120
Dijual Hunian Modern di Yogyakarta dekat UII,Yogyakarta,Rp 2.200.000.000,6,140,159
Dijual Rumah Modern 2 Lantai Lokasi Premium di Sleman,Sleman,Rp 1.500.000.000,6,120,120
Dijual Hunian Mewah di Sleman dekat UII,Sleman,Rp 2.200.000.000,6,140,159
Dijual Hunian Modern 2 Lantai Strategis di Sleman,"Ngaglik, Sleman",Rp 1.500.000.000,5,120,120
Dijual Rumah Modern 2 Lantai di Sleman dekat UII,"Ngaglik, Sleman",Rp 1.500.000.000,5,120,120
Dijual Hunian Modern di Sleman Jalan Kaliurang Strategis,"Condong Catur, Sleman",Rp 1.500.000.000,5,120,120
Dijual Rumah Mewah di Sleman dekat UII,"Depok, Sleman",Rp 2.200.000.000,6,140,159
Dijual Rumah Mewah 2 Lantai di Sleman dekat Pasar Gentan,"Ngaglik, Sleman",Rp 1.500.000.000,5,120,120
Dijual Hunian Mewah Exclusive di Sleman,"Ngaglik, Sleman",Rp 2.200.000.000,6,140,159
Dijual Hunian Modern 2 Lantai Modern dekat Pondok Pesantren Pandanaran,"Ngaglik, Sleman",Rp 1.500.000.000,5,120,120
Dijual Rumah 2 Lantai di Sleman Strategis nan Asri,Sleman,Rp 1.500.000.000,5,120,120
Dijual Hunian Mewah Strategis dekat UII di Sleman,Sleman,Rp 2.200.000.000,6,140,159
Dijual Rumah 2 Lantai Modern di Sleman Strategis,Sleman,Rp 2.200.000.000,6,140,159
Dijual Rumah Modern 2 Lantai di Sleman dekat UII,Sleman,Rp 1.500.000.000,5,120,120
Dijual Hunian Modern Minimalis di Sleman,Sleman,Rp 1.500.000.000,5,120,120
Dijual Rumah Modern 2 Lantai di Sleman Promo Launching,"Condong Catur, Sleman",Rp 2.200.000.000,6,140,159
Dijual Rumah Modern 2 Lantai Strategis di Sleman,Sleman,Rp 2.200.000.000,6,140,159
Rumah Modern Millenial Konsep 2 Lantai Dekat Pusat Kota Jogjakarta,"Sedayu, Bantul",Rp 496.000.000,2,60,115
Perumahan Cantik dekat Kampus UMY harga Mulai 385Jtan,"Sedayu, Bantul",Rp 385.000.000,2,40,70
"Rumah 2 Kamar Tidur Di Mulia Residence, Argosari, Sedayu, Bantul","Sedayu, Bantul",Rp 375.590.320,2,40,77
Rumah Dijual Dekat Alkid Jogja Mobil Ngga Masuk,"Mantrijeron, Yogyakarta",Rp 559.000.000,2,120,90
Rumah Murah di Kawasan Perumahan Sedayu Dekat Jalan Wates,"Sedayu, Bantul",Rp 359.000.000,2,40,78
Siap Bangun Rumah Area Balecatur Jogja Diskon Besar-besaran,"Gamping, Sleman",Rp 198.000.000,2,36,97
Siap Bangun Rumah Area Ngemplak Jogja Diskon Besar-besaran,"Ngemplak, Sleman",Rp 478.000.000,2,45,69
Siap Bangun Rumah Area Kalasan Jogja Diskon Besar-besaran,"Kalasan, Sleman",Rp 399.000.000,2,36,71
Rumah Siap Bangun Area Kalasan Sleman Promo Akhir Tahun Cantik Murah,"Ngemplak, Sleman",Rp 399.000.000,2,36,71
Hunian Siap Bangun Daerah Kalasan Sleman Jogja,"Kalasan, Sleman",Rp 399.000.000,2,36,71
Rumah Siap Bangun Murah Promo Daerah Sedayu,"Sedayu, Bantul",Rp 210.000.000,2,36,118
Rumah Siap Bangun Murah Promo Daerah Gamping,"Gamping, Sleman",Rp 198.000.000,2,36,97
Rumah Baru Siap Bangun Daerah Purwomartani Sleman,"Kalasan, Sleman",Rp 399.000.000,2,36,71
Rumah Bebas Desain Siap Bangun di Ngemplak Sleman,"Ngemplak, Sleman",Rp 475.000.000,2,36,68
Hunian Siap Bangun Berkualitas Daerah Sedayu Bantul,"Sedayu, Bantul",Rp 320.000.000,2,36,70
RUMAH 198 jt PURI HUTAMA BALECATUR,"Gamping, Sleman",Rp 198.000.000,2,36,67
Rumah dengan Nuasa Nyaman PURI HUTAMA BANGUNJIWO,"Kasihan, Bantul",Rp 358.000.000,12,36,84
"Sisa 1 Unit Rumah siap bangun, Purwomartani,Sleman","Sleman, Sleman",Rp 431.000.000,2,36,36
"3 Unit Rumah Siap Bangun,Balecatur","Gamping, Sleman",Rp 198.000.000,2,36,67
RUMAH SMARTHOME DI BANGUNJIWO HARGA TERJANGKAU,"Kasihan, Bantul",Rp 370.000.000,2,36,84
Promo Unit Rumah Siap Bangun Di Sedayu,"Sedayu, Bantul",Rp 210.000.000,2,36,72
Wujudkan Rumah Impian Keluarga Di Balecatur Gamping,"Gamping, Sleman",Rp 250.000.000,2,36,67
"Dijual Rumah Minimalis Modern , Harga Terjangkau","Sedayu, Bantul",Rp 350.000.000,2,36,92
"Rumah Hunian Murah Di Bantul, Lokasi Strategis","Kasihan, Bantul",Rp 370.000.000,2,36,84
"RUMAH MILENIAL DI BANGUNJIWO, FREE DESAIN RUMAH","Kasihan, Bantul",Rp 360.000.000,2,36,84
Gedung Komersial Di Perumahan Sendang Adi Mlati Sleman,"Mlati, Sleman",Rp 1.950.000.000,6,330,170
"Rumah 3 Kamar Lokasi Premium Di Seturan Raya Dekat UPN, Depok,  Sleman","Depok, Sleman",Rp 1.250.000.000,3,100,130
Rumah 17 Kamar Dan Toko Di Jl Bhayangkara Dekat Dari Malioboro,"Gondomanan, Yogyakarta",Rp 5.000.000.000,17,519,190
"Rumah Minimalis 4 Kamar Di Taman Nirmala Asri, Bantul, Dalam Ring Road","Kasihan, Bantul",Rp 2.300.000.000,4,108,149
Hunian Berkelas dan Strategis : Karta Giri Nirmala 2,"Prambanan, Sleman",Rp 355.000.000,2,36,167
"RUMAH MURAH ANGSURAN RINGAN, DP RINGAN DEKAT HEHA SKY VIEW","Patuk, Gunung Kidul",Rp 210.000.000,2,39,60
PENAWARAN SPECIAL RUMAH TANAH SUPER LUAS 600 JUTAAN DI KALASAN,"Kalasan, Sleman",Rp 685.000.000,3,75,151
RUMAH 2 LANTAI 800 JUTAAN AKSES MUDAH DEKAT PUSAT KOTA JOGJA,"Banguntapan, Bantul",Rp 805.000.000,3,76,88
Rumah Murah di Jalan Wonosari KM 11 Promo Free Pajak Pembeli dan biaya lain,"Piyungan, Bantul",Rp 482.000.000,2,40,72
Perumahan Mewah Terbaru di Jogja dari Developer ternama dekat SCH,"Mlati, Sleman",Rp 2.889.000.000,4,146,110
Rumah Joglo Murah dekat Candi Prambanan,"Prambanan, Sleman",Rp 665.000.000,2,50,90
RUMAH JOGLO TERBARU DEKAT DARI JALAN JOGJA SOLO,"Prambanan, Sleman",Rp 575.000.000,2,45,112
"JUAL CEPAT RUMAH SIAP HUNI, DEKAT KE RING ROAD UTARA DI MAGUWO","Depok, Sleman",Rp 1.700.000.000,5,300,260
Jual Cepat Rumah 2 Lantai Full furnish Kondisi Bagus Dekat Pusat Kota,"Banguntapan, Bantul",Rp 2.900.000.000,3,230,144
Terbaru Rumah 2 Lantai di Pusat Kota Jogja Harga Bawah Pasaran,"Gamping, Sleman",Rp 1.218.000.000,3,80,118
Rumah 2 Lantai harga bawah pasaran di Kota Jogja Dekat Jalan Magelang,"Tegalrejo, Yogyakarta",Rp 1.450.000.000,3,110,98
RUMAH SIAP HUNI 500 JUTAAN DEKAT BANDARA ADI SUTJIPTO YOGYAKARTA,"Kalasan, Sleman",Rp 575.000.000,3,96,80
DIJUAL RUMAH CANTIK SIAP HUNI HARGA BAWAH PASARAN DI KALASAN,"Kalasan, Sleman",Rp 575.000.000,3,55,126
Rumah Modern Millenial Konsep 2 Lantai Dekat Pusat Kota Jogjakarta,"Sedayu, Bantul",Rp 496.000.000,2,60,115
Dijual Rumah Modern di Sleman Strategis,"Ngaglik, Sleman",Rp 1.500.000.000,5,120,120
Dijual Hunian Modern di Yogyakarta dekat UII,Yogyakarta,Rp 2.200.000.000,6,140,159
Dijual Rumah Modern 2 Lantai Lokasi Premium di Sleman,Sleman,Rp 1.500.000.000,6,120,120
Dijual Hunian Mewah di Sleman dekat UII,Sleman,Rp 2.200.000.000,6,140,159
Dijual Hunian Modern 2 Lantai Strategis di Sleman,"Ngaglik, Sleman",Rp 1.500.000.000,5,120,120
Dijual Rumah Modern 2 Lantai di Sleman dekat UII,"Ngaglik, Sleman",Rp 1.500.000.000,5,120,120
Dijual Hunian Modern di Sleman Jalan Kaliurang Strategis,"Condong Catur, Sleman",Rp 1.500.000.000,5,120,120
Dijual Rumah Mewah di Sleman dekat UII,"Depok, Sleman",Rp 2.200.000.000,6,140,159
Dijual Rumah Mewah 2 Lantai di Sleman dekat Pasar Gentan,"Ngaglik, Sleman",Rp 1.500.000.000,5,120,120
Dijual Hunian Mewah Exclusive di Sleman,"Ngaglik, Sleman",Rp 2.200.000.000,6,140,159
Dijual Hunian Modern 2 Lantai Modern dekat Pondok Pesantren Pandanaran,"Ngaglik, Sleman",Rp 1.500.000.000,5,120,120
RUMAH JOGJA DESAIN SCANDINAVIA DI JOGJA UTARA DEKAT KAMPUS UNRIYO,"Gondokusuman, Yogyakarta",Rp 1.260.800.000,3,80,104
"RUMAH SIAP BANGUN DESAIN SCANDINAVIA, DEKAT KAMPUS UNRIYO","Depok, Sleman",Rp 1.260.800.000,3,80,104
"RUMAH HUNIAN MEWAH DI JOGJA UTARA, DEKAT KAMPUS UNRIYO",Sleman,Rp 1.260.000.000,3,80,104
"RUMAH JOGJA, LOKASI STRATEGIS JOGJA UTARA  4 MENIT AMBARUKMO PLAZA","Condong Catur, Sleman",Rp 2.013.000.000,3,80,105
"RUMAH MEWAH DI JOGJA KOTA, DEKAT MALIOBORO, PGRI, WIROBRAJAN","Wirobrajan, Yogyakarta",Rp 1.550.617.000,3,80,102
"RUMAH JOGJA, HANYA 20 METER FLY OVER JANTI, DEKAT AMBARUKMO","Depok, Sleman",Rp 2.013.000.000,3,80,105
"RUMAH MEWAH DI JOGJA KOTA, DEKAT KAMPUS PGRI, MALIOBORO, BRINGHARJO","Kraton, Yogyakarta",Rp 1.500.000.000,3,80,102
"DESAIN KEKINIAN RUMAH 2 LANTAI DI JOGJA KOTA, DEKAT PKU, MALIOBORO","Kraton, Yogyakarta",Rp 1.550.600.000,3,80,102
"RUMAH DEKAT STADION MAGUWOHARJO, DESAIN MODERN 2 LANTAI LUAS 104M2","Ngemplak, Sleman",Rp 1.260.800.000,3,80,104
"RUMAH MEWAH 2 LANTAI PUSAT KOTA JOGJA, DEKAT MALIOBORO","Tegalrejo, Yogyakarta",Rp 1.550.617.000,3,80,102
"RUMAH 2 LANTAI DI JOGJA KOTA, WIROBRAJAN DEKAT KAMPUS UPY, MALIOBORO","Wirobrajan, Yogyakarta",Rp 1.550.600.000,3,80,102
"DEKAT MALIOBORO, DESAIN MODERN DI JOGJA  WIROBRAJAN","Ngampilan, Yogyakarta",Rp 1.665.000.000,3,80,103
